batch,track,context,efficiency_rank,impact_rank,rank_delta,display_name,provisional_slug,canonical_troop_id,identity_status,independent_battles,deployed,kills,kills_per_deployed,verified_player_side_total_kills,player_side_kill_share,share_adjusted_impact,kill_share_coverage_battles,kill_share_coverage_complete,kill_share_status,kill_share_denominator_provenance,reliability_status
2026-08-12-mallister-mixed,realm_of_thrones,field,4,3,-1,Riverlands Ranger [T5],riverlands_ranger,river_ranger,confirmed_id,1,10,30,3.000000,402,0.074627,0.223881,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,5,14,9,Riverlands House Guard [T5],riverlands_house_guard,river_houseguard,confirmed_id,2,2,5,2.500000,330,0.015152,0.037879,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,6,2,-4,Riverlands Admiral [T6],riverlands_admiral,river_admiral,confirmed_id,2,21,49,2.333333,503,0.097416,0.227303,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,7,11,4,Gold Cloak Halberdier [T5],gold_cloak_halberdier,kingsguard,confirmed_id,1,3,7,2.333333,402,0.017413,0.040630,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,8,12,4,Gold Cloak Sniper [T5],gold_cloak_sniper,goldcloak_master_archer,confirmed_id,1,3,7,2.333333,402,0.017413,0.040630,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,9,19,10,Vale Master Archer [T5],vale_master_archer,vale_master_archer,confirmed_id,1,2,4,2.000000,402,0.009950,0.019900,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,10,18,8,Riverlands Elite Archer [T4],riverlands_elite_archer,river_elite_archer,confirmed_id,1,3,5,1.666667,402,0.012438,0.020730,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,11,10,-1,Riverlands Cavalry [T5],riverlands_cavalry,river_calvary,confirmed_id,2,12,18,1.500000,503,0.035785,0.053678,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,12,1,-11,Mallister Elite Archer [T5],mallister_elite_archer,mallister_elite_archer,confirmed_id,4,205,289,1.409756,866,0.333718,0.470461,4,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,13,5,-8,Mallister Eagle Knight [T6],mallister_eagle_knight,mallister_knight,confirmed_id,4,124,125,1.008065,866,0.144342,0.145506,4,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,14,22,8,Broken Man [T1],broken_man,,unresolved,1,2,2,1.000000,229,0.008734,0.008734,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,15,17,2,Arryn Winged Knight [T6],arryn_winged_knight,arryn_moonknight,confirmed_id,2,13,12,0.923077,503,0.023857,0.022022,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,16,8,-8,Mallister Archer [T4],mallister_archer,mallister_archer,confirmed_id,2,35,29,0.828571,363,0.079890,0.066194,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,17,15,-2,Riverlands Man at Arms [T4],riverlands_man_at_arms,river_man_at_arms,confirmed_id,1,5,4,0.800000,101,0.039604,0.031683,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,18,21,3,Brigand [T3],brigand,,ambiguous_exact_name,1,4,3,0.750000,229,0.013100,0.009825,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,19,13,-6,Mallister Man at Arms [T4],mallister_man_at_arms,mallister_man_at_arms,confirmed_id,2,28,20,0.714286,363,0.055096,0.039355,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,20,9,-11,Mallister House Guard [T5],mallister_house_guard,mallister_houseguard,confirmed_id,4,101,72,0.712871,866,0.083141,0.059269,4,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,21,25,4,Robber Knight [T4],robber_knight,robber_knight,confirmed_id,1,2,1,0.500000,134,0.007463,0.003731,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,22,16,-6,Mallister Knight [T5],mallister_knight,mallister_horseman,confirmed_id,2,69,26,0.376812,363,0.071625,0.026989,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,23,24,1,Mallister Footman [T3],mallister_footman,mallister_footman,confirmed_id,2,23,8,0.347826,363,0.022039,0.007666,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,24,20,-4,Mallister Horseman [T4],mallister_horseman,mallister_rider,confirmed_id,2,50,15,0.300000,363,0.041322,0.012397,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,25,23,-2,Vale Recruit [T1],vale_recruit,vale_recruit,confirmed_id,2,34,10,0.294118,363,0.027548,0.008102,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,26,26,0,Westerlands Recruit [T1],westerlands_recruit,,unresolved,1,25,3,0.120000,101,0.029703,0.003564,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,27,27,0,Robber Knight Boss [T5],robber_knight_boss,robber_boss,confirmed_id,1,1,0,0.000000,134,0.000000,0.000000,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,1,6,5,Moon Brother Woodsman [T3],moon_brother_woodsman,,unresolved,1,1,3,3.000000,246,0.012195,0.036585,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,2,5,3,Riverlands Elite Swordsman [T4],riverlands_elite_swordsman,river_elite_swordsman,confirmed_id,1,6,13,2.166667,498,0.026104,0.056560,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,3,8,5,Riverlands Elite Archer [T4],riverlands_elite_archer,river_elite_archer,confirmed_id,1,3,6,2.000000,498,0.012048,0.024096,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,4,7,3,Highwayman [T4],highwayman,mountain_bandits_chief,confirmed_id,1,2,4,2.000000,246,0.016260,0.032520,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,5,2,-3,Mallister Eagle Knight [T6],mallister_eagle_knight,mallister_knight,confirmed_id,2,56,92,1.642857,744,0.123656,0.203149,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,6,1,-5,Mallister Elite Archer [T5],mallister_elite_archer,mallister_elite_archer,confirmed_id,2,158,230,1.455696,744,0.309140,0.450014,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,7,12,5,Riverlands Ranger [T5],riverlands_ranger,river_ranger,confirmed_id,2,6,8,1.333333,744,0.010753,0.014337,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,8,16,8,Gold Cloak Elite Archer [T4],gold_cloak_elite_archer,goldcloak_elite_archer,confirmed_id,1,3,4,1.333333,498,0.008032,0.010710,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,9,17,8,Riverlands Admiral [T6],riverlands_admiral,river_admiral,confirmed_id,1,3,4,1.333333,498,0.008032,0.010710,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,10,9,-1,Riverlands Archer [T3],riverlands_archer,river_archer,confirmed_id,1,7,9,1.285714,498,0.018072,0.023236,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,11,3,-8,Mallister House Guard [T5],mallister_house_guard,mallister_houseguard,confirmed_id,2,69,86,1.246377,744,0.115591,0.144070,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,12,4,-8,Mallister Knight [T5],mallister_knight,mallister_horseman,confirmed_id,2,54,63,1.166667,744,0.084677,0.098790,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,13,13,0,Mallister Man at Arms [T4],mallister_man_at_arms,mallister_man_at_arms,confirmed_id,2,9,9,1.000000,744,0.012097,0.012097,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,14,14,0,Arryn Winged Knight [T6],arryn_winged_knight,arryn_moonknight,confirmed_id,1,6,6,1.000000,498,0.012048,0.012048,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,15,11,-4,Vale Archer [T3],vale_archer,vale_archer,confirmed_id,1,4,4,1.000000,246,0.016260,0.016260,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,16,19,3,Riverlands Soldier [T3],riverlands_soldier,river_soldier,confirmed_id,2,8,7,0.875000,744,0.009409,0.008233,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,17,10,-7,Mallister Archer [T4],mallister_archer,mallister_archer,confirmed_id,1,6,5,0.833333,246,0.020325,0.016938,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,18,18,0,Riverlands Cavalry [T5],riverlands_cavalry,river_calvary,confirmed_id,1,6,5,0.833333,498,0.010040,0.008367,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,19,15,-4,Hillman [T2],hillman,mountain_bandits_bandit,confirmed_id,1,6,4,0.666667,246,0.016260,0.010840,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,20,20,0,Mallister Footman [T3],mallister_footman,mallister_footman,confirmed_id,1,7,3,0.428571,246,0.012195,0.005226,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,siege_attack,21,21,0,Mallister Horseman [T4],mallister_horseman,mallister_rider,confirmed_id,1,14,2,0.142857,246,0.008130,0.001161,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,1,2,1,Dornish Spearmaster [T5],dornish_spearmaster,,unresolved,1,3,12,4.000000,219,0.054795,0.219178,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,2,1,-1,Goldenheart Warrior [T6],goldenheart_warrior,summer_master_longbowman,confirmed_id,2,29,92,3.172414,365,0.252055,0.799622,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,3,3,0,Lyseni Axe Apprentice [T3],lyseni_axe_apprentice,lyseni_axe_apprentice,confirmed_id,1,3,8,2.666667,219,0.036530,0.097412,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,4,4,0,Lyseni Warrior [T4],lyseni_warrior,lyseni_warrior,confirmed_id,1,2,5,2.500000,146,0.034247,0.085616,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,5,6,1,Lyseni Axeman [T4],lyseni_axeman,lyseni_axeman,confirmed_id,1,3,7,2.333333,219,0.031963,0.074581,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,6,10,4,Tyroshi Firstmate [T5],tyroshi_firstmate,tyroshi_firstmate,confirmed_id,1,3,5,1.666667,219,0.022831,0.038052,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,7,9,2,Tyroshi Quartermaster [T4],tyroshi_quartermaster,tyroshi_quartermaster,confirmed_id,1,6,8,1.333333,219,0.036530,0.048706,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,8,8,0,Summer Isles Spearmaster [T5],summer_isles_spearmaster,summer_pikeman,confirmed_id,2,16,18,1.125000,365,0.049315,0.055479,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,9,11,2,Dornish Footman [T3],dornish_footman,,unresolved,1,6,6,1.000000,219,0.027397,0.027397,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,10,12,2,Lyseni Soldier [T3],lyseni_soldier,lyseni_soldier,confirmed_id,1,4,4,1.000000,146,0.027397,0.027397,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,11,17,6,Summer Isles Scout [T4],summer_isles_scout,summer_rider,confirmed_id,1,2,2,1.000000,146,0.013699,0.013699,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,12,7,-5,Summer Isles Longbowman [T5],summer_isles_longbowman,summer_longbowman,confirmed_id,2,25,24,0.960000,365,0.065753,0.063123,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,13,5,-8,Summer Isles Archer [T4],summer_isles_archer,summer_veteran_bowman,confirmed_id,2,58,42,0.724138,365,0.115068,0.083325,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,14,18,4,Tyroshi Boatswain [T3],tyroshi_boatswain,tyroshi_boatswain,confirmed_id,2,10,7,0.700000,365,0.019178,0.013425,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,15,19,4,Rhoynar Convoy Guard [T4],rhoynar_convoy_guard,,unresolved,1,5,3,0.600000,146,0.020548,0.012329,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,16,14,-2,Dornish Levy [T2],dornish_levy,,unresolved,1,19,10,0.526316,219,0.045662,0.024033,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,17,13,-4,Summer Isles Footman [T2],summer_isles_footman,summer_footman,confirmed_id,2,36,18,0.500000,365,0.049315,0.024658,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,18,20,2,Summer Isles Horseman [T5],summer_isles_horseman,summer_horseman,confirmed_id,1,11,4,0.363636,146,0.027397,0.009963,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,19,15,-4,Summer Isles Bowman [T3],summer_isles_bowman,summer_bowman,confirmed_id,2,71,22,0.309859,365,0.060274,0.018676,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-13-goldenheart-field,realm_of_thrones,field,20,16,-4,Dornish Recruit [T1],dornish_recruit,,unresolved,1,50,14,0.280000,219,0.063927,0.017900,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,1,7,6,Queen's Man [T6],queen_s_man,dragonstone_steel_curtain,confirmed_id,3,8,19,2.375000,750,0.025333,0.060167,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,2,1,-1,Captain of the Kingsguard [T6],captain_of_the_kingsguard,mounted_kingsguard,confirmed_id,3,58,133,2.293103,750,0.177333,0.406644,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,3,9,6,Westerlands Banner Knight [T6],westerlands_banner_knight,,unresolved,2,6,12,2.000000,514,0.023346,0.046693,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,4,16,12,Kingswood Bandit [T3],kingswood_bandit,kingswood_bandit,confirmed_id,1,1,2,2.000000,236,0.008475,0.016949,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,5,11,6,Westerlands Hardened Crossbowman [T4],westerlands_hardened_crossbowman,,unresolved,1,2,3,1.500000,155,0.019355,0.029032,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,6,12,6,Riverlands Man at Arms [T4],riverlands_man_at_arms,river_man_at_arms,confirmed_id,1,5,7,1.400000,359,0.019499,0.027298,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,7,2,-5,Gold Cloak Archer [T3],gold_cloak_archer,goldcloak_archer,confirmed_id,1,29,39,1.344828,236,0.165254,0.222239,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,8,13,5,Westerlands Horseman [T5],westerlands_horseman,,unresolved,2,6,8,1.333333,514,0.015564,0.020752,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,9,5,-4,Kingsguard [T5],kingsguard,kingsguard_captain,confirmed_id,3,51,59,1.156863,750,0.078667,0.091007,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,10,8,-2,Riverlands Soldier [T3],riverlands_soldier,river_soldier,confirmed_id,1,13,15,1.153846,359,0.041783,0.048211,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,11,3,-8,Kingsguard Initiate [T4],kingsguard_initiate,kingsguard_initiate,confirmed_id,2,69,76,1.101449,595,0.127731,0.140689,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,12,6,-6,Gold Cloak Elite Archer [T4],gold_cloak_elite_archer,goldcloak_elite_archer,confirmed_id,3,63,65,1.031746,750,0.086667,0.089418,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,13,15,2,Westerlands Levy Crossbowman [T2],westerlands_levy_crossbowman,,unresolved,1,7,7,1.000000,359,0.019499,0.019499,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,14,4,-10,Gold Cloak Sniper [T5],gold_cloak_sniper,goldcloak_master_archer,confirmed_id,3,106,102,0.962264,750,0.136000,0.130868,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,15,14,-1,Andal Veteran Caravan Guard [T5],andal_veteran_caravan_guard,,unresolved,1,9,8,0.888889,359,0.022284,0.019808,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,16,10,-6,Riverlands Militia Archer [T2],riverlands_militia_archer,river_militia_archer,confirmed_id,2,45,27,0.600000,514,0.052529,0.031518,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,17,18,1,Riverlands Footman [T2],riverlands_footman,river_footman,confirmed_id,2,17,8,0.470588,514,0.015564,0.007324,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,18,17,-1,Riverlands Militia Spearman [T2],riverlands_militia_spearman,river_militia_spearman,confirmed_id,1,16,5,0.312500,155,0.032258,0.010081,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,19,20,1,Riverlands Recruit [T1],riverlands_recruit,river_recruit,confirmed_id,3,36,11,0.305556,750,0.014667,0.004481,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,field,20,19,-1,Kingsguard's Squire [T3],kingsguard_s_squire,kingsguard_squire,confirmed_id,2,51,10,0.196078,391,0.025575,0.005015,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,1,3,2,Casterly Rock Master Crossbowman [T5],casterly_rock_master_crossbowman,casterly_master_crossbowman,confirmed_id,1,1,8,8.000000,466,0.017167,0.137339,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,2,4,2,Mormont Bowmaiden [T6],mormont_bowmaiden,mormont_bowmaiden,confirmed_id,1,1,7,7.000000,384,0.018229,0.127604,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,3,7,4,Lannister Officer [T5],lannister_officer,lannister_officer,confirmed_id,1,1,6,6.000000,466,0.012876,0.077253,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,4,5,1,Riverlands Admiral [T6],riverlands_admiral,river_admiral,confirmed_id,1,1,6,6.000000,384,0.015625,0.093750,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,5,15,10,Kingswood Brigand [T4],kingswood_brigand,kingswood_chief,confirmed_id,1,1,5,5.000000,577,0.008666,0.043328,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,6,13,7,Frey Assassin [T6],frey_assassin,frey_assassin,confirmed_id,2,2,8,4.000000,629,0.012719,0.050874,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,7,18,11,Realm Master Sellsword [T6],realm_master_sellsword,ROT_mercenary5,confirmed_id,2,2,8,4.000000,850,0.009412,0.037647,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,8,19,11,Andal Veteran Convoy Guard [T5],andal_veteran_convoy_guard,,unresolved,1,1,4,4.000000,577,0.006932,0.027730,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,9,16,7,Gold Cloak Petty Officer [T4],gold_cloak_petty_officer,goldcloak_officer,confirmed_id,1,1,4,4.000000,384,0.010417,0.041667,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,10,8,-2,Westerlands Hardened Crossbowman [T4],westerlands_hardened_crossbowman,,unresolved,1,4,13,3.250000,577,0.022530,0.073224,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,11,24,13,Lannister Archer [T4],lannister_archer,lannister_archer,confirmed_id,1,1,3,3.000000,577,0.005199,0.015598,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,12,11,-1,Northern Mounted Warlord [T6],northern_mounted_warlord,,unresolved,1,6,11,1.833333,384,0.028646,0.052517,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,13,12,-1,Riverlands Ranger [T5],riverlands_ranger,river_ranger,confirmed_id,1,3,5,1.666667,163,0.030675,0.051125,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,14,1,-13,Captain of the Kingsguard [T6],captain_of_the_kingsguard,mounted_kingsguard,confirmed_id,4,208,331,1.591346,1590,0.208176,0.331280,4,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,15,10,-5,Westerlands Sharpshooter [T5],westerlands_sharpshooter,,unresolved,3,28,43,1.535714,1206,0.035655,0.054756,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,16,20,4,Queen's Man [T6],queen_s_man,dragonstone_steel_curtain,confirmed_id,3,12,18,1.500000,1206,0.014925,0.022388,3,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,17,6,-11,Westerlands Skirmisher [T5],westerlands_skirmisher,,unresolved,1,6,9,1.500000,163,0.055215,0.082822,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,18,9,-9,Kingsguard [T5],kingsguard,kingsguard_captain,confirmed_id,4,71,87,1.225352,1590,0.054717,0.067048,4,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,19,17,-2,Riverlands Axeman [T5],riverlands_axeman,river_axeman,confirmed_id,1,16,19,1.187500,577,0.032929,0.039103,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,20,22,2,Westerlands Axeman [T4],westerlands_axeman,,unresolved,1,7,8,1.142857,466,0.017167,0.019620,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,21,2,-19,Gold Cloak Sniper [T5],gold_cloak_sniper,goldcloak_master_archer,confirmed_id,4,223,249,1.116592,1590,0.156604,0.174863,4,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,22,21,-1,Andal Veteran Caravan Guard [T5],andal_veteran_caravan_guard,,unresolved,2,20,21,1.050000,1043,0.020134,0.021141,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,23,25,2,Reaver [T4],reaver,,unresolved,2,18,17,0.944444,1043,0.016299,0.015394,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,24,14,-10,Sword Sister [T4],sword_sister,,ambiguous_exact_name,1,9,8,0.888889,163,0.049080,0.043626,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
