troop_id,troop_name,level,tree_depth_not_ui_tier,rosters,melee_or_unresolved_slots,complete_usage_pairs,status
sarnor_spearman,Sarnori Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
sarnor_spider,Sarnori Spider,31.0,5,1,1,0,withheld_missing_weapon_pair
sarnor_warrior,Sarnori Warrior,16.0,3,1,2,0,withheld_missing_weapon_pair
scorned_wight,Scorned Wight,16.0,3,3,3,0,withheld_missing_weapon_pair
skag_archer,Skagosi Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
skag_barbarian,Skagosi Barbarian,26.0,5,1,1,0,withheld_missing_weapon_pair
skag_bowman,Skagosi Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
skag_footman,Skagosi Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
skag_huntsman,Skagosi Huntsman,26.0,5,1,1,0,withheld_missing_weapon_pair
skag_master_spearman,Skagosi Master Spearman,26.0,5,1,2,0,withheld_missing_weapon_pair
skag_recruit,Skagosi Lowborn,6.0,1,1,1,0,withheld_missing_weapon_pair
skag_savage,Skagosi Savage,21.0,4,1,2,0,withheld_missing_weapon_pair
skag_soldier,Skagosi Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
skag_spearman,Skagosi Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
skagosi_rider,Skagosi Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
skagosi_stoneborn,Skagosi Stoneborn,26.0,5,1,2,0,withheld_missing_weapon_pair
skagosi_stoneborn_champion,Skagosi Stoneborn Champion,31.0,6,1,2,0,withheld_missing_weapon_pair
stark_archer,Stark Longbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
stark_bowman,Stark Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
stark_cavalry,Stark Cavalry,26.0,5,2,4,0,withheld_missing_weapon_pair
stark_footman,Stark Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
stark_horseman,Stark Horseman,21.0,4,2,4,0,withheld_missing_weapon_pair
stark_houseguard,Stark House Guard,26.0,5,2,4,0,withheld_missing_weapon_pair
stark_levy,Stark Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
stark_master_archer,Stark Master Longbowman,26.0,5,2,2,0,withheld_missing_weapon_pair
stark_pikeman,Stark Pikeman,26.0,5,2,4,0,withheld_missing_weapon_pair
stark_soldier,Stark Soldier,21.0,4,2,4,0,withheld_missing_weapon_pair
stark_swornsword,Stark Sworn Sword,31.0,6,2,4,0,withheld_missing_weapon_pair
stark_volunteer,Stark Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
stormlands_archer,Stormlands Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
stormlands_basher,Stormlands Maceman,21.0,4,1,1,0,withheld_missing_weapon_pair
stormlands_bowman,Stormlands Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
stormlands_crossbowman,Stormlands Crossbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
stormlands_crusher,Stormlands Elite Maceman,26.0,5,1,1,0,withheld_missing_weapon_pair
stormlands_elite_archer,Stormlands Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
stormlands_fell_knight,Stormlands Fell Knight,26.0,4,1,2,0,withheld_missing_weapon_pair
stormlands_heavy_crossbowman,Stormlands Heavy Crossbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
stormlands_horseman,Stormlands Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
stormlands_houseguard,Stormlands House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
stormlands_knight,Stormlands Knight,21.0,3,1,2,0,withheld_missing_weapon_pair
stormlands_levy,Stormlands Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
stormlands_man_at_arms,Stormlands Man at Arms,16.0,3,1,2,0,withheld_missing_weapon_pair
stormlands_master_archer,Stormlands Master Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
stormlands_militia_archer,Stormlands Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
stormlands_militia_spearman,Stormlands Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
stormlands_militia_veteran_archer,Stormlands Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
stormlands_militia_veteran_spearman,Stormlands Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
stormlands_noble_recruit,Stormlands Noble's Son,11.0,1,1,1,0,withheld_missing_weapon_pair
stormlands_recruit,Stormlands Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
stormlands_spearman,Stormlands Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
stormlands_squire,Stormlands Squire,16.0,2,1,2,0,withheld_missing_weapon_pair
stormlands_thunderknight,Stormlands Thunder Knight,31.0,5,1,2,0,withheld_missing_weapon_pair
summer_bowman,Summer Isles Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
summer_footman,Summer Isles Footman,11.0,2,1,2,0,withheld_missing_weapon_pair
summer_horseman,Summer Isles Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
summer_infantryman,Summer Isles Infantryman,16.0,3,1,2,0,withheld_missing_weapon_pair
summer_longbowman,Summer Isles Longbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
summer_master_longbowman,Goldenheart Warrior,31.0,6,1,1,0,withheld_missing_weapon_pair
summer_militia_archer,Summer Isles Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
summer_militia_spearman,Summer Isles Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
summer_militia_veteran_archer,Summer Isles Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
summer_militia_veteran_spearman,Summer Isles Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
summer_pikeman,Summer Isles Spearmaster,26.0,5,1,2,0,withheld_missing_weapon_pair
summer_recruit,Summer Isles Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
summer_rider,Summer Isles Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
summer_spearman,Summer Isles Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
summer_veteran_bowman,Summer Isles Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
targ_knight,Targaryen Knight,21.0,3,1,2,0,withheld_missing_weapon_pair
targ_queensguard,Targaryen Queen's Guard,26.0,4,1,2,0,withheld_missing_weapon_pair
targ_squire,Targaryen Squire,16.0,2,1,2,0,withheld_missing_weapon_pair
targaryen_archer,Valyrian Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
targaryen_bowman,Valyrian Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
targaryen_dragonknight,Valyrian Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
targaryen_elite_pikeman,Valyrian Elite Pikeman,26.0,5,1,2,0,withheld_missing_weapon_pair
targaryen_levy,Valyrian Levy,11.0,2,1,2,0,withheld_missing_weapon_pair
targaryen_man_at_arms,Valyrian Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
targaryen_master_archer,Valyrian Master Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
targaryen_soldier,Valyrian Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
tarly_crossbowman,Tarly Crossbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
tarly_elite_crossbowman,Tarly Elite Crossbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
tarly_footman,Tarly Footman,11.0,2,1,2,0,withheld_missing_weapon_pair
tarly_horseman,Tarly Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
tarly_houseguard,Tarly House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
tarly_knight,Tarly Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
tarly_man_at_arms,Tarly Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
tarly_recruit,Tarly Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
tarly_soldier,Tarly Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
tarly_vanguard,Tarly Vanguard,31.0,6,1,2,0,withheld_missing_weapon_pair
tarth_crossbowman,Tarth Crossbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
tarth_elite_crossbowman,Tarth Elite Crossbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
tarth_halberdier,Tarth Halberdier,26.0,5,1,2,0,withheld_missing_weapon_pair
tarth_horseman,Tarth Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
tarth_man_at_arms,Tarth Man at Arms,16.0,3,1,2,0,withheld_missing_weapon_pair
tarth_master_halberdier,Tarth Master Halberdier,31.0,6,1,2,0,withheld_missing_weapon_pair
tarth_militia,Tarth Militia,11.0,2,1,1,0,withheld_missing_weapon_pair
tarth_recruit,Tarth Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
tarth_rider,Tarth Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
tarth_soldier,Tarth Soldier,21.0,4,1,2,0,withheld_missing_weapon_pair
tigercloak_archer,Volantene Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
tigercloak_camel_cavalry,Volantene Mahout,26.0,5,1,2,0,withheld_missing_weapon_pair
tigercloak_elite,Tigercloak,21.0,3,1,1,0,withheld_missing_weapon_pair
tigercloak_elite_initiate,Tigercloak Elite Initiate,16.0,2,1,1,0,withheld_missing_weapon_pair
tigercloak_elite_warrior,Volantine Elite Warrior,26.0,5,1,2,0,withheld_missing_weapon_pair
tigercloak_master,Tigercloak Elite,26.0,4,1,1,0,withheld_missing_weapon_pair
tigercloak_master_archer,Volantene Master Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
tigercloak_rider,Volantene Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
tigercloak_warrior,Volantene Warrior,21.0,4,1,2,0,withheld_missing_weapon_pair
triarch_guardian,Triarch Guardian,31.0,5,1,1,0,withheld_missing_weapon_pair
tully_archer,Tully Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
tully_footman,Tully Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
tully_houseguard,Tully House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
tully_knight,Tully Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
tully_longbowman,Tully Longbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
tully_man_at_arms,Tully Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
tully_recruit,Tully Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
tully_rider,Tully Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
tully_soldier,Tully Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
tyrell_bowman,Tyrell Longbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
tyrell_cavalier,Tyrell Cavalier,31.0,6,1,2,0,withheld_missing_weapon_pair
tyrell_footman,Tyrell Footman,11.0,2,1,2,0,withheld_missing_weapon_pair
tyrell_houseguard,Tyrell House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
tyrell_knight,Tyrell Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
tyrell_longbowman,Tyrell Elite Longbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
tyrell_man_at_arms,Tyrell Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
tyrell_recruit,Tyrell Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
tyrell_scout,Tyrell Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
tyrell_soldier,Tyrell Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
tyroshi_archer,Tyroshi Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
tyroshi_axeman,Tyroshi Axeman,21.0,4,1,1,0,withheld_missing_weapon_pair
tyroshi_boatswain,Tyroshi Boatswain,16.0,2,1,1,0,withheld_missing_weapon_pair
tyroshi_bowman,Tyroshi Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
tyroshi_cavalry,Tyroshi Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
tyroshi_corsair,Tyroshi Corsair,31.0,5,1,1,0,withheld_missing_weapon_pair
tyroshi_elite_archer,Tyroshi Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
tyroshi_firstmate,Tyroshi Firstmate,26.0,4,1,1,0,withheld_missing_weapon_pair
tyroshi_footman,Tyroshi Footman,11.0,2,1,2,0,withheld_missing_weapon_pair
tyroshi_horseman,Tyroshi Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
tyroshi_militia_archer,Tyroshi Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
tyroshi_militia_spearman,Tyroshi Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
tyroshi_militia_veteran_archer,Tyroshi Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
tyroshi_militia_veteran_spearman,Tyroshi Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
tyroshi_noble_recruit,Tyroshi Noble Youth,11.0,1,1,1,0,withheld_missing_weapon_pair
tyroshi_quartermaster,Tyroshi Quartermaster,21.0,3,1,1,0,withheld_missing_weapon_pair
tyroshi_recruit,Tyroshi Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
tyroshi_renegade,Tyroshi Renegade,26.0,5,1,1,0,withheld_missing_weapon_pair
tyroshi_soldier,Tyroshi Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
umber_archer,Umber Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
umber_axeman,Umber Axeman,26.0,5,1,2,0,withheld_missing_weapon_pair
umber_berzerker,Umber Berzerker,31.0,6,1,2,0,withheld_missing_weapon_pair
umber_footman,Umber Footman,16.0,3,1,1,0,withheld_missing_weapon_pair
umber_horseman,Umber Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
umber_houseguard,Umber House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
umber_levy,Umber Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
umber_man_at_arms,Umber Man at Arms,21.0,4,2,4,0,withheld_missing_weapon_pair
umber_marksman,Umber Marksman,26.0,5,1,1,0,withheld_missing_weapon_pair
umber_scout,Umber Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
umber_volunteer,Umber Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
unsullied,Unsullied,31.0,,1,2,0,withheld_missing_weapon_pair
vale_archer,Vale Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
vale_bowman,Vale Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
vale_elite_archer,Vale Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
vale_elite_knight,Vale Elite Knight,26.0,4,1,2,0,withheld_missing_weapon_pair
vale_elite_lancer,Vale Elite Lancer,26.0,5,1,2,0,withheld_missing_weapon_pair
vale_elite_voulgier,Vale Elite Voulgier,26.0,5,1,2,0,withheld_missing_weapon_pair
vale_footman,Vale Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
vale_houseguard,Vale House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
vale_knight,Vale Knight,21.0,3,1,2,0,withheld_missing_weapon_pair
vale_knight_of,Knight of the Vale,31.0,5,1,2,0,withheld_missing_weapon_pair
vale_lancer,Vale Lancer,21.0,4,1,2,0,withheld_missing_weapon_pair
vale_man_at_arms,Vale Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
vale_master_archer,Vale Master Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
vale_militia_archer,Vale Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
vale_militia_spearman,Vale Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
vale_militia_veteran_archer,Vale Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
vale_militia_veteran_spearman,Vale Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
vale_page,Vale Page,11.0,1,1,1,0,withheld_missing_weapon_pair
vale_recruit,Vale Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
vale_rider,Vale Rider,16.0,3,1,1,0,withheld_missing_weapon_pair
vale_soldier,Vale Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
vale_squire,Vale Squire,16.0,2,1,1,0,withheld_missing_weapon_pair
vale_voulgier,Vale Voulgier,21.0,4,1,2,0,withheld_missing_weapon_pair
valyrian_captain,Valyrian Captain,26.0,5,1,2,0,withheld_missing_weapon_pair
valyrian_dragonknight,Valyrian Dragonknight,26.0,4,1,2,0,withheld_missing_weapon_pair
valyrian_dragonlord_protector,Valyrian Dragonlord Protector,31.0,5,1,2,0,withheld_missing_weapon_pair
valyrian_knight,Valyrian Knight,21.0,3,1,2,0,withheld_missing_weapon_pair
valyrian_militia_archer,Valyrian Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
valyrian_militia_spearman,Valyrian Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
valyrian_militia_veteran_archer,Valyrian Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
valyrian_militia_veteran_spearman,Valyrian Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
valyrian_noble_recruit,Valyrian Noble's Son,11.0,1,1,1,0,withheld_missing_weapon_pair
valyrian_recruit,Valyrian Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
valyrian_scout,Valyrian Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
valyrian_squire,Valyrian Squire,16.0,2,1,2,0,withheld_missing_weapon_pair
velaryon_crossbowman,Velaryon Crossbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
velaryon_horseman,Velaryon Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
velaryon_marksman,Velaryon Marksman,26.0,5,1,1,0,withheld_missing_weapon_pair
velaryon_recruit,Velaryon Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
velaryon_renegade,Velaryon Renegade,26.0,5,1,3,0,withheld_missing_weapon_pair
velaryon_scout,Velaryon Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
velaryon_sea_guard,Velaryon Sea Guard,31.0,6,1,2,0,withheld_missing_weapon_pair
velaryon_shipman,Velaryon Shipmate,11.0,2,1,1,0,withheld_missing_weapon_pair
velaryon_soldier,Velaryon Sailor,16.0,3,1,2,0,withheld_missing_weapon_pair
velaryon_warrior,Velaryon Marine,21.0,4,1,2,0,withheld_missing_weapon_pair
vicious_wight,Vicious Wight,26.0,5,1,2,0,withheld_missing_weapon_pair
volantine_bowman,Volantene Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
volantine_footman,Volantene Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
volantine_militia_archer,Volantene Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
volantine_militia_spearman,Volantene Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
volantine_militia_veteran_archer,Volantene Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
volantine_militia_veteran_spearman,Volantene Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
volantine_noble_recruit,Volantene Noble Youth,11.0,1,1,1,0,withheld_missing_weapon_pair
volantine_recruit,Volantene Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
volantine_soldier,Volantene Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
westerling_archer,Westerling Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
westerling_elite_archer,Westerling Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
westerling_footman,Westerling Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
westerling_hedgeknight,Westerling Hedgeknight,31.0,6,1,3,0,withheld_missing_weapon_pair
westerling_horseman,Westerling Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
westerling_houseguard,Westerling House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
westerling_levy,Westerling Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
westerling_man_at_arms,Westerling Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
westerling_recruit,Westerling Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
westerling_rider,Westerling Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
whiteharbor_elite_knight,White Harbor Elite Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
whiteharbor_elite_pikeman,White Harbor Pike Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
whiteharbor_footman,Manderly Footman,16.0,3,1,1,0,withheld_missing_weapon_pair
whiteharbor_knight,White Harbor Knight,21.0,4,1,2,0,withheld_missing_weapon_pair
whiteharbor_knight_commander,White Harbor Knight Commander,31.0,6,1,2,0,withheld_missing_weapon_pair
whiteharbor_levy,Manderly Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
whiteharbor_squire,White Harbor Squire,16.0,3,1,2,0,withheld_missing_weapon_pair
whiteharbor_volunteer,Manderly Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
wight_militia_archer,Wight Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
wight_militia_spearman,Wight Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
wight_militia_veteran_archer,Wight Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
wight_militia_veteran_spearman,Wight Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
wight_recruit,Wight,6.0,1,1,1,0,withheld_missing_weapon_pair
yiti_bowman,Yi Ti Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
yiti_footman,Yi Ti Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
yiti_horseman,Yi Ti Glaiveman,26.0,5,1,2,0,withheld_missing_weapon_pair
yiti_infantryman,Yi Ti Infantryman,16.0,3,1,1,0,withheld_missing_weapon_pair
yiti_master_bowman,Yi Ti Marksman,26.0,5,1,1,0,withheld_missing_weapon_pair
yiti_militia_archer,Yitish Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
yiti_militia_spearman,YiTish Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
yiti_militia_veteran_archer,YiTish Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
yiti_militia_veteran_spearman,YiTish Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
yiti_pikeman,Yi Ti Shi,26.0,5,1,2,0,withheld_missing_weapon_pair
yiti_recruit,Yi Ti Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
yiti_rider,Yi Ti Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
yiti_samurai,Yi Ti Mounted Shi,31.0,6,1,2,0,withheld_missing_weapon_pair
yiti_spearman,Yi Ti Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
yiti_veteran_bowman,Yi Ti Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
yronwood_archer,Yronwood Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
yronwood_horseman,Yronwood Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
yronwood_knight,Yronwood Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
yronwood_levy,Yronwood Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
yronwood_man_at_arms,Yronwood Man at Arms,16.0,3,1,2,0,withheld_missing_weapon_pair
yronwood_pikeman,Yronwood Pikeman,21.0,4,1,2,0,withheld_missing_weapon_pair
yronwood_recruit,Yronwood Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
yronwood_veteran_archer,Yronwood Veteran Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
yronwood_veteran_pikeman,Yronwood Veteran Pikeman,26.0,5,1,2,0,withheld_missing_weapon_pair
